Source,Target,Weight,Airport Code_Source,Airport Code_Target,Airport Name_Source,Airport Name_Target,US/INT_Source,US/Int_Target
1240,715,2414,PDX,ICN,Portland International Airport,Incheon International Airport,True,False
1240,719,2463,PDX,IFP,Portland International Airport,Unkown,True,Unknown
1240,731,413,PDX,IND,Portland International Airport,Indianapolis International Airport,True,True
1240,749,3,PDX,ISP,Portland International Airport,Long Island Mac Arthur Airport,True,True
1240,757,6,PDX,IYK,Portland International Airport,Inyokern Airport,True,True
1240,758,48,PDX,JAC,Portland International Airport,Jackson Hole Airport,True,True
1240,760,284,PDX,JAX,Portland International Airport,Jacksonville International Airport,True,True
1240,766,95417,PDX,JFK,Portland International Airport,John F Kennedy International Airport,True,True
1240,791,200,PDX,KBP,Portland International Airport,Boryspil International Airport,True,False
1240,802,2,PDX,KEH,Portland International Airport,Unkown,True,Unknown
1240,828,6193,PDX,KOA,Portland International Airport,Ellison Onizuka Kona International At Keahole Airport,True,True
1240,875,275260,PDX,LAS,Portland International Airport,McCarran International Airport,True,True
1240,877,299774,PDX,LAX,Portland International Airport,Los Angeles International Airport,True,True
1240,879,17,PDX,LBB,Portland International Airport,Lubbock Preston Smith International Airport,True,True
1240,902,501,PDX,LGA,Portland International Airport,La Guardia Airport,True,True
1240,903,98386,PDX,LGB,Portland International Airport,Long Beach /Daugherty Field/ Airport,True,True
1240,910,1415,PDX,LHR,Portland International Airport,London Heathrow Airport,True,False
1240,918,27,PDX,LIT,Portland International Airport,Bill & Hillary Clinton National Airport/Adams Field,True,True
1240,925,8381,PDX,LMT,Portland International Airport,Crater Lake-Klamath Regional Airport,True,True
1240,964,16,PDX,MAF,Portland International Airport,Midland International Airport,True,True
1240,978,34531,PDX,MCI,Portland International Airport,Kansas City International Airport,True,True
1240,982,6025,PDX,MCO,Portland International Airport,Orlando International Airport,True,True
1240,988,77,PDX,MDT,Portland International Airport,Harrisburg International Airport,True,True
1240,989,64659,PDX,MDW,Portland International Airport,Chicago Midway International Airport,True,True
1240,994,362,PDX,MEM,Portland International Airport,Memphis International Airport,True,True
1240,997,484,PDX,MEX,Portland International Airport,Licenciado Benito Juarez International Airport,True,False
1240,1000,68789,PDX,MFR,Portland International Airport,Rogue Valley International Medford Airport,True,True
1240,1011,953,PDX,MHT,Portland International Airport,Manchester-Boston Regional Airport,True,True
1240,1016,217,PDX,MIA,Portland International Airport,Miami International Airport,True,True
1240,1022,544,PDX,MKE,Portland International Airport,General Mitchell International Airport,True,True
1240,1035,319,PDX,MMH,Portland International Airport,Mammoth Yosemite Airport,True,True
1240,1067,220,PDX,MSO,Portland International Airport,Missoula International Airport,True,True
1240,1068,204971,PDX,MSP,Portland International Airport,Minneapolis-St Paul International/Wold-Chamberlain Airport,True,True
1240,1072,2689,PDX,MSY,Portland International Airport,Louis Armstrong New Orleans International Airport,True,True
1240,1092,100,PDX,MWH,Portland International Airport,Grant County International Airport,True,True
1240,1106,276,PDX,MZT,Portland International Airport,General Rafael Buelna International Airport,True,False
1240,1139,57072,PDX,NRT,Portland International Airport,Narita International Airport,True,False
1240,1162,229427,PDX,OAK,Portland International Airport,Metropolitan Oakland International Airport,True,True
1240,1171,128517,PDX,OGG,Portland International Airport,Kahului Airport,True,True
1240,1176,263,PDX,OKC,Portland International Airport,Will Rogers World Airport,True,True
1240,1185,1836,PDX,OMA,Portland International Airport,Eppley Airfield,True,True
1240,1188,2786,PDX,ONP,Portland International Airport,Newport Municipal Airport,True,True
1240,1189,71034,PDX,ONT,Portland International Airport,Ontario International Airport,True,True
1240,1200,282299,PDX,ORD,Portland International Airport,Chicago O'Hare International Airport,True,True
1240,1201,437,PDX,ORF,Portland International Airport,Norfolk International Airport,True,True
1240,1214,4269,PDX,OTH,Portland International Airport,Southwest Oregon Regional Airport,True,True
1240,1231,17,PDX,PBI,Portland International Airport,Palm Beach International Airport,True,True
1240,1239,4848,PDX,PDT,Portland International Airport,Eastern Oregon Regional At Pendleton Airport,True,True
1240,1252,25441,PDX,PHL,Portland International Airport,Philadelphia International Airport,True,True
1240,1255,404672,PDX,PHX,Portland International Airport,Phoenix Sky Harbor International Airport,True,True
1240,1264,1119,PDX,PIT,Portland International Airport,Pittsburgh International Airport,True,True
1240,1304,27620,PDX,PSP,Portland International Airport,Palm Springs International Airport,True,True
1240,1320,5,PDX,PVD,Portland International Airport,Theodore Francis Green State Airport,True,True
1240,1322,2862,PDX,PVR,Portland International Airport,Licenciado Gustavo Díaz Ordaz International Airport,True,False
1240,1339,141,PDX,RAP,Portland International Airport,Rapid City Regional Airport,True,True
1240,1352,67476,PDX,RDM,Portland International Airport,Roberts Field,True,True
1240,1353,1096,PDX,RDU,Portland International Airport,Raleigh Durham International Airport,True,True
1240,1359,43,PDX,RIC,Portland International Airport,Richmond International Airport,True,True
1240,1372,61960,PDX,RNO,Portland International Airport,Reno Tahoe International Airport,True,True
1240,1390,5,PDX,RST,Portland International Airport,Rochester International Airport,True,True
1240,1403,145204,PDX,SAN,Portland International Airport,San Diego International Airport,True,True
1240,1405,1986,PDX,SAT,Portland International Airport,San Antonio International Airport,True,True
1240,1408,4006,PDX,SBA,Portland International Airport,Santa Barbara Municipal Airport,True,True
1240,1426,32,PDX,SDF,Portland International Airport,Louisville International Standiford Field,True,True
1240,1433,463167,PDX,SEA,Portland International Airport,Seattle Tacoma International Airport,True,True
1240,1437,295293,PDX,SFO,Portland International Airport,San Francisco International Airport,True,True
1240,1456,193442,PDX,SJC,Portland International Airport,Norman Y. Mineta San Jose International Airport,True,True
1240,1457,14612,PDX,SJD,Portland International Airport,Los Cabos International Airport,True,False
1240,1470,286503,PDX,SLC,Portland International Airport,Salt Lake City International Airport,True,True
1240,1480,251050,PDX,SMF,Portland International Airport,Sacramento International Airport,True,True
1240,1484,2,PDX,SMX,Portland International Airport,Santa Maria Pub/Capt G Allan Hancock Field,True,True
1240,1485,134368,PDX,SNA,Portland International Airport,John Wayne Airport-Orange County Airport,True,True
1240,1500,1,PDX,SPS,Portland International Airport,Sheppard Air Force Base-Wichita Falls Municipal Airport,True,True
1240,1517,3288,PDX,STL,Portland International Airport,St Louis Lambert International Airport,True,True
1240,1521,12120,PDX,STS,Portland International Airport,Charles M. Schulz Sonoma County Airport,True,True
1240,1542,6,PDX,SXF,Portland International Airport,Berlin-Schönefeld Airport,True,False
1240,1613,1316,PDX,TPA,Portland International Airport,Tampa International Airport,True,True
1240,1614,1,PDX,TPE,Portland International Airport,Taiwan Taoyuan International Airport,True,False
1240,1628,975,PDX,TUL,Portland International Airport,Tulsa International Airport,True,True
1240,1630,2527,PDX,TUS,Portland International Airport,Tucson International Airport,True,True
1240,1645,54,PDX,TYS,Portland International Airport,McGhee Tyson Airport,True,True
1240,1764,7,PDX,YAZ,Portland International Airport,Tofino / Long Beach Airport,True,False
1240,1822,78750,PDX,YVR,Portland International Airport,Vancouver International Airport,True,False
1240,1823,73,PDX,YWG,Portland International Airport,Winnipeg / James Armstrong Richardson International Airport,True,False
1240,1831,11120,PDX,YYC,Portland International Airport,Calgary International Airport,True,False
1240,1835,236,PDX,YYR,Portland International Airport,Goose Bay Airport,True,False
1240,1837,12000,PDX,YYZ,Portland International Airport,Lester B. Pearson International Airport,True,False
1240,1843,721,PDX,ZIH,Portland International Airport,Ixtapa Zihuatanejo International Airport,True,False
1240,1844,75,PDX,ZLO,Portland International Airport,Playa De Oro International Airport,True,False
1241,479,3,PEC,ELV,Unkown,Elfin Cove Seaplane Base,Unknown,True
1241,673,2,PEC,HNH,Unkown,Hoonah Airport,Unknown,True
1241,775,643,PEC,JNU,Unkown,Juneau International Airport,Unknown,True
1241,1455,1,PEC,SIT,Unkown,Sitka Rocky Gutierrez Airport,Unknown,True
1241,1588,3,PEC,TKE,Unkown,Unkown,Unknown,Unknown
1242,526,612,PEI,FLL,Matecaña International Airport,Fort Lauderdale Hollywood International Airport,False,True
1242,709,331,PEI,IAD,Matecaña International Airport,Washington Dulles International Airport,False,True
1242,766,12163,PEI,JFK,Matecaña International Airport,John F Kennedy International Airport,False,True
1242,877,2,PEI,LAX,Matecaña International Airport,Los Angeles International Airport,False,True
1242,1016,12278,PEI,MIA,Matecaña International Airport,Miami International Airport,False,True
1243,88,6,PEK,ANC,Beijing Capital International Airport,Ted Stevens Anchorage International Airport,False,True
1243,114,1621,PEK,ATL,Beijing Capital International Airport,Hartsfield Jackson Atlanta International Airport,False,True
1243,215,3570,PEK,BOS,Beijing Capital International Airport,General Edward Lawrence Logan International Airport,False,True
1243,500,81958,PEK,EWR,Beijing Capital International Airport,Newark Liberty International Airport,False,True
1243,628,336,PEK,GUM,Beijing Capital International Airport,Antonio B. Won Pat International Airport,False,False
1243,674,781,PEK,HNL,Beijing Capital International Airport,Daniel K Inouye International Airport,False,True
1243,709,49670,PEK,IAD,Beijing Capital International Airport,Washington Dulles International Airport,False,True
1243,711,5110,PEK,IAH,Beijing Capital International Airport,George Bush Intercontinental Houston Airport,False,True
1243,766,104249,PEK,JFK,Beijing Capital International Airport,John F Kennedy International Airport,False,True
1243,877,89700,PEK,LAX,Beijing Capital International Airport,Los Angeles International Airport,False,True
1243,982,53,PEK,MCO,Beijing Capital International Airport,Orlando International Airport,False,True
1243,1200,122503,PEK,ORD,Beijing Capital International Airport,Chicago O'Hare International Airport,False,True
1243,1252,1055,PEK,PHL,Beijing Capital International Airport,Philadelphia International Airport,False,True
1243,1264,210,PEK,PIT,Beijing Capital International Airport,Pittsburgh International Airport,False,True
1243,1433,53423,PEK,SEA,Beijing Capital International Airport,Seattle Tacoma International Airport,False,True
1243,1437,182311,PEK,SFO,Beijing Capital International Airport,San Francisco International Airport,False,True
1244,29,9,PFN,ABE,Panama City-Bay Co International Airport,Lehigh Valley International Airport,True,True
1244,114,44077,PFN,ATL,Panama City-Bay Co International Airport,Hartsfield Jackson Atlanta International Airport,True,True
1244,123,43,PFN,AUS,Panama City-Bay Co International Airport,Austin Bergstrom International Airport,True,True
1244,234,2,PFN,BTR,Panama City-Bay Co International Airport,Baton Rouge Metropolitan Airport,True,True
1244,256,1,PFN,CAE,Panama City-Bay Co International Airport,Columbia Metropolitan Airport,True,True
1244,311,9,PFN,CLE,Panama City-Bay Co International Airport,Cleveland Hopkins International Airport,True,True
1244,560,3,PFN,FWA,Panama City-Bay Co International Airport,Fort Wayne International Airport,True,True
1244,691,45,PFN,HSV,Panama City-Bay Co International Airport,Huntsville International Carl T Jones Field,True,True
1244,899,7,PFN,LEX,Panama City-Bay Co International Airport,Blue Grass Airport,True,True
1244,918,8,PFN,LIT,Panama City-Bay Co International Airport,Bill & Hillary Clinton National Airport/Adams Field,True,True
1244,988,14,PFN,MDT,Panama City-Bay Co International Airport,Harrisburg International Airport,True,True
1244,994,14098,PFN,MEM,Panama City-Bay Co International Airport,Memphis International Airport,True,True
1244,1426,27,PFN,SDF,Panama City-Bay Co International Airport,Louisville International Standiford Field,True,True
1244,1438,5,PFN,SGF,Panama City-Bay Co International Airport,Springfield Branson National Airport,True,True
1244,1645,38,PFN,TYS,Panama City-Bay Co International Airport,McGhee Tyson Airport,True,True
1244,1820,1,PFN,YUL,Panama City-Bay Co International Airport,Montreal / Pierre Elliott Trudeau International Airport,True,False
1245,141,17,PGA,BCE,Page Municipal Airport,Bryce Canyon Airport,True,True
1245,193,25,PGA,BLD,Page Municipal Airport,Unkown,True,Unknown
1245,389,1753,PGA,DEN,Page Municipal Airport,Denver International Airport,True,True
1245,530,77,PGA,FMN,Page Municipal Airport,Four Corners Regional Airport,True,True
1245,577,231,PGA,GCN,Page Municipal Airport,Grand Canyon National Park Airport,True,True
1245,868,210,PGA,L41,Page Municipal Airport,Unkown,True,Unknown
1245,875,8,PGA,LAS,Page Municipal Airport,McCarran International Airport,True,True
1245,1088,72,PGA,MVM,Page Municipal Airport,Unkown,True,Unknown
1245,1255,3912,PGA,PHX,Page Municipal Airport,Phoenix Sky Harbor International Airport,True,True
1245,1437,2,PGA,SFO,Page Municipal Airport,San Francisco International Airport,True,True
1245,1495,4,PGA,SOW,Page Municipal Airport,Show Low Regional Airport,True,True
1245,1630,4,PGA,TUS,Page Municipal Airport,Tucson International Airport,True,True
1245,1675,1129,PGA,UXR,Page Municipal Airport,Unkown,True,Unknown
1245,1688,1,PGA,VGT,Page Municipal Airport,North Las Vegas Airport,True,True
1246,29,877,PGD,ABE,Charlotte County Airport,Lehigh Valley International Airport,True,True
1246,134,975,PGD,AZO,Charlotte County Airport,Kalamazoo Battle Creek International Airport,True,True
1246,215,105,PGD,BOS,Charlotte County Airport,General Edward Lawrence Logan International Airport,True,True
1246,321,41,PGD,CMH,Charlotte County Airport,John Glenn Columbus International Airport,True,True
1246,613,1485,PGD,GRR,Charlotte County Airport,Gerald R. Ford International Airport,True,True
1246,618,1392,PGD,GSO,Charlotte County Airport,Piedmont Triad International Airport,True,True
1246,619,13605,PGD,GSP,Charlotte County Airport,Greenville Spartanburg International Airport,True,True
1246,710,5697,PGD,IAG,Charlotte County Airport,Niagara Falls International Airport,True,True
1246,899,1514,PGD,LEX,Charlotte County Airport,Blue Grass Airport,True,True
1246,1027,2146,PGD,MLB,Charlotte County Airport,Melbourne International Airport,True,True
1246,1101,27,PGD,MYR,Charlotte County Airport,Myrtle Beach International Airport,True,True
1246,1202,4725,PGD,ORH,Charlotte County Airport,Worcester Regional Airport,True,True
1246,1230,944,PGD,PBG,Charlotte County Airport,Plattsburgh International Airport,True,True
1246,1231,255,PGD,PBI,Charlotte County Airport,Palm Beach International Airport,True,True
1246,1356,2023,PGD,RFD,Charlotte County Airport,Chicago Rockford International Airport,True,True
1246,1435,1346,PGD,SFB,Charlotte County Airport,Orlando Sanford International Airport,True,True
1246,1497,2201,PGD,SPI,Charlotte County Airport,Abraham Lincoln Capital Airport,True,True
1246,1611,1482,PGD,TOL,Charlotte County Airport,Toledo Express Airport,True,True
1246,1645,14670,PGD,TYS,Charlotte County Airport,McGhee Tyson Airport,True,True
1247,679,2195,PGM,HOM,Unkown,Homer Airport,Unknown,True
1247,800,397,PGM,KEB,Unkown,Unkown,Unknown,Unknown
1247,1494,146,PGM,SOV,Unkown,Seldovia Airport,Unknown,True
1248,246,4,PGR,BWI,Unkown,Baltimore/Washington International Thurgood Marshall Airport,Unknown,True
1249,1245,80,PGS,PGA,Unkown,Page Municipal Airport,Unknown,True
1249,1688,11,PGS,VGT,Unkown,North Las Vegas Airport,Unknown,True
1250,41,418,PGV,ACY,Pitt Greenville Airport,Atlantic City International Airport,True,True
1250,246,131,PGV,BWI,Pitt Greenville Airport,Baltimore/Washington International Thurgood Marshall Airport,True,True
1250,317,60745,PGV,CLT,Pitt Greenville Airport,Charlotte Douglas International Airport,True,True
1250,379,118,PGV,DAL,Pitt Greenville Airport,Dallas Love Field,True,True
1250,618,31,PGV,GSO,Pitt Greenville Airport,Piedmont Triad International Airport,True,True
1250,693,25,PGV,HTS,Pitt Greenville Airport,Tri-State/Milton J. Ferguson Field,True,True
1250,994,149,PGV,MEM,Pitt Greenville Airport,Memphis International Airport,True,True
1250,1068,53,PGV,MSP,Pitt Greenville Airport,Minneapolis-St Paul International/Wold-Chamberlain Airport,True,True
1250,1257,25,PGV,PIB,Pitt Greenville Airport,Hattiesburg Laurel Regional Airport,True,True
1250,1264,1,PGV,PIT,Pitt Greenville Airport,Pittsburgh International Airport,True,True
1250,1353,4,PGV,RDU,Pitt Greenville Airport,Raleigh Durham International Airport,True,True
1250,1517,117,PGV,STL,Pitt Greenville Airport,St Louis Lambert International Airport,True,True
1250,1628,48,PGV,TUL,Pitt Greenville Airport,Tulsa International Airport,True,True
1251,114,274404,PHF,ATL,Newport News Williamsburg International Airport,Hartsfield Jackson Atlanta International Airport,True,True
1251,137,117,PHF,BAF,Newport News Williamsburg International Airport,Westfield-Barnes Regional Airport,True,True
1251,164,123,PHF,BGR,Newport News Williamsburg International Airport,Bangor International Airport,True,True
1251,204,10,PHF,BMI,Newport News Williamsburg International Airport,Central Illinois Regional Airport at Bloomington-Normal,True,True
1251,215,44335,PHF,BOS,Newport News Williamsburg International Airport,General Edward Lawrence Logan International Airport,True,True
1251,258,13,PHF,CAK,Newport News Williamsburg International Airport,Akron Canton Regional Airport,True,True
1251,296,24,PHF,CHS,Newport News Williamsburg International Airport,Charleston Air Force Base-International Airport,True,True
1251,317,73455,PHF,CLT,Newport News Williamsburg International Airport,Charlotte Douglas International Airport,True,True
1251,375,117,PHF,DAB,Newport News Williamsburg International Airport,Daytona Beach International Airport,True,True
1251,389,13702,PHF,DEN,Newport News Williamsburg International Airport,Denver International Airport,True,True
1251,391,480,PHF,DFW,Newport News Williamsburg International Airport,Dallas Fort Worth International Airport,True,True
1251,609,3,PHF,GPT,Newport News Williamsburg International Airport,Gulfport Biloxi International Airport,True,True
1251,612,86,PHF,GRK,Newport News Williamsburg International Airport,Robert Gray  Army Air Field Airport,True,True
1251,619,41,PHF,GSP,Newport News Williamsburg International Airport,Greenville Spartanburg International Airport,True,True
1251,653,35,PHF,HGR,Newport News Williamsburg International Airport,Hagerstown Regional Richard A Henson Field,True,True
1251,691,19,PHF,HSV,Newport News Williamsburg International Airport,Huntsville International Carl T Jones Field,True,True
1251,711,148,PHF,IAH,Newport News Williamsburg International Airport,George Bush Intercontinental Houston Airport,True,True
1251,716,64,PHF,ICT,Newport News Williamsburg International Airport,Wichita Eisenhower National Airport,True,True
1251,872,105,PHF,LAN,Newport News Williamsburg International Airport,Capital City Airport,True,True
1251,902,47093,PHF,LGA,Newport News Williamsburg International Airport,La Guardia Airport,True,True
1251,982,23506,PHF,MCO,Newport News Williamsburg International Airport,Orlando International Airport,True,True
1251,994,370,PHF,MEM,Newport News Williamsburg International Airport,Memphis International Airport,True,True
1251,1027,86,PHF,MLB,Newport News Williamsburg International Airport,Melbourne International Airport,True,True
1251,1176,37,PHF,OKC,Newport News Williamsburg International Airport,Will Rogers World Airport,True,True
1251,1185,20,PHF,OMA,Newport News Williamsburg International Airport,Eppley Airfield,True,True
1251,1252,40343,PHF,PHL,Newport News Williamsburg International Airport,Philadelphia International Airport,True,True
1251,1277,44,PHF,PNS,Newport News Williamsburg International Airport,Pensacola Regional Airport,True,True
1251,1302,130,PHF,PSM,Newport News Williamsburg International Airport,Portsmouth International at Pease Airport,True,True
1251,1320,86,PHF,PVD,Newport News Williamsburg International Airport,Theodore Francis Green State Airport,True,True
1251,1359,4,PHF,RIC,Newport News Williamsburg International Airport,Richmond International Airport,True,True
1251,1405,302,PHF,SAT,Newport News Williamsburg International Airport,San Antonio International Airport,True,True
1251,1406,141,PHF,SAV,Newport News Williamsburg International Airport,Savannah Hilton Head International Airport,True,True
1251,1596,98,PHF,TLH,Newport News Williamsburg International Airport,Tallahassee Regional Airport,True,True
1251,1628,9,PHF,TUL,Newport News Williamsburg International Airport,Tulsa International Airport,True,True
1251,1700,44,PHF,VPS,Newport News Williamsburg International Airport,Destin-Ft Walton Beach Airport,True,True
1251,1810,2,PHF,YQX,Newport News Williamsburg International Airport,Gander International Airport,True,False
1252,29,43951,PHL,ABE,Philadelphia International Airport,Lehigh Valley International Airport,True,True
1252,32,1927,PHL,ABQ,Philadelphia International Airport,Albuquerque International Sunport,True,True
1252,36,319,PHL,ACA,Philadelphia International Airport,General Juan N Alvarez International Airport,True,False
1252,41,98,PHL,ACY,Philadelphia International Airport,Atlantic City International Airport,True,True
1252,60,542,PHL,AGS,Philadelphia International Airport,Augusta Regional At Bush Field,True,True
1252,75,81238,PHL,ALB,Philadelphia International Airport,Albany International Airport,True,True
1252,82,85,PHL,AMA,Philadelphia International Airport,Rick Husband Amarillo International Airport,True,True
1252,86,42189,PHL,AMS,Philadelphia International Airport,Amsterdam Airport Schiphol,True,False
1252,88,14292,PHL,ANC,Philadelphia International Airport,Ted Stevens Anchorage International Airport,True,True
1252,112,23462,PHL,ATH,Philadelphia International Airport,Eleftherios Venizelos International Airport,True,False
1252,114,761355,PHL,ATL,Philadelphia International Airport,Hartsfield Jackson Atlanta International Airport,True,True
1252,119,30259,PHL,AUA,Philadelphia International Airport,Queen Beatrix International Airport,True,False
1252,123,13881,PHL,AUS,Philadelphia International Airport,Austin Bergstrom International Airport,True,True
1252,126,23,PHL,AVL,Philadelphia International Airport,Asheville Regional Airport,True,True
1252,127,66069,PHL,AVP,Philadelphia International Airport,Wilkes Barre Scranton International Airport,True,True
1252,134,31,PHL,AZO,Philadelphia International Airport,Kalamazoo Battle Creek International Airport,True,True
1252,137,36,PHL,BAF,Philadelphia International Airport,Westfield-Barnes Regional Airport,True,True
1252,142,36085,PHL,BCN,Philadelphia International Airport,Barcelona International Airport,True,False
1252,144,32506,PHL,BDA,Philadelphia International Airport,L.F. Wade International International Airport,True,False
1252,145,140102,PHL,BDL,Philadelphia International Airport,Bradley International Airport,True,True
1252,149,195,PHL,BED,Philadelphia International Airport,Laurence G Hanscom Field,True,True
1252,162,6568,PHL,BGI,Philadelphia International Airport,Sir Grantley Adams International Airport,True,False
1252,163,44636,PHL,BGM,Philadelphia International Airport,Greater Binghamton/Edwin A Link field,True,True
1252,164,54972,PHL,BGR,Philadelphia International Airport,Bangor International Airport,True,True
1252,167,1,PHL,BHB,Philadelphia International Airport,Hancock County-Bar Harbor Airport,True,True
1252,169,11670,PHL,BHM,Philadelphia International Airport,Birmingham-Shuttlesworth International Airport,True,True
1252,189,46,PHL,BKL,Philadelphia International Airport,Burke Lakefront Airport,True,True
1252,206,124842,PHL,BNA,Philadelphia International Airport,Nashville International Airport,True,True
1252,211,248,PHL,BOI,Philadelphia International Airport,Boise Air Terminal/Gowen Field,True,True
1252,215,448013,PHL,BOS,Philadelphia International Airport,General Edward Lawrence Logan International Airport,True,True
1252,226,35696,PHL,BRU,Philadelphia International Airport,Brussels Airport,True,False
1252,237,90486,PHL,BTV,Philadelphia International Airport,Burlington International Airport,True,True
1252,239,106296,PHL,BUF,Philadelphia International Airport,Buffalo Niagara International Airport,True,True
1252,240,896,PHL,BUR,Philadelphia International Airport,Bob Hope Airport,True,True
1252,246,120961,PHL,BWI,Philadelphia International Airport,Baltimore/Washington International Thurgood Marshall Airport,True,True
1252,256,25778,PHL,CAE,Philadelphia International Airport,Columbia Metropolitan Airport,True,True
1252,258,21155,PHL,CAK,Philadelphia International Airport,Akron Canton Regional Airport,True,True
1252,262,268,PHL,CCS,Philadelphia International Airport,Simón Bolívar International Airport,True,False
1252,266,107134,PHL,CDG,Philadelphia International Airport,Charles de Gaulle International Airport,True,False
1252,293,20372,PHL,CHO,Philadelphia International Airport,Charlottesville Albemarle Airport,True,True
1252,296,53127,PHL,CHS,Philadelphia International Airport,Charleston Air Force Base-International Airport,True,True
1252,307,68,PHL,CKB,Philadelphia International Airport,North Central West Virginia Airport,True,True
1252,311,144779,PHL,CLE,Philadelphia International Airport,Cleveland Hopkins International Airport,True,True
1252,317,389816,PHL,CLT,Philadelphia International Airport,Charlotte Douglas International Airport,True,True
1252,321,106583,PHL,CMH,Philadelphia International Airport,John Glenn Columbus International Airport,True,True
1252,334,95,PHL,COS,Philadelphia International Airport,City of Colorado Springs Municipal Airport,True,True
1252,353,143286,PHL,CUN,Philadelphia International Airport,Cancún International Airport,True,False
1252,356,113754,PHL,CVG,Philadelphia International Airport,Cincinnati Northern Kentucky International Airport,True,True
1252,375,166,PHL,DAB,Philadelphia International Airport,Daytona Beach International Airport,True,True
1252,379,11385,PHL,DAL,Philadelphia International Airport,Dallas Love Field,True,True
1252,381,46850,PHL,DAY,Philadelphia International Airport,James M Cox Dayton International Airport,True,True
1252,383,140498,PHL,DCA,Philadelphia International Airport,Ronald Reagan Washington National Airport,True,True
1252,389,352317,PHL,DEN,Philadelphia International Airport,Denver International Airport,True,True
1252,391,430909,PHL,DFW,Philadelphia International Airport,Dallas Fort Worth International Airport,True,True
1252,432,182,PHL,DSM,Philadelphia International Airport,Des Moines International Airport,True,True
1252,435,325101,PHL,DTW,Philadelphia International Airport,Detroit Metropolitan Wayne County Airport,True,True
1252,436,49432,PHL,DUB,Philadelphia International Airport,Dublin Airport,True,False
1252,452,490,PHL,ECP,Philadelphia International Airport,Northwest Florida Beaches International Airport,True,True
1252,476,53987,PHL,ELM,Philadelphia International Airport,Elmira Corning Regional Airport,True,True
1252,478,502,PHL,ELP,Philadelphia International Airport,El Paso International Airport,True,True
1252,489,33623,PHL,ERI,Philadelphia International Airport,Erie International Tom Ridge Field,True,True
1252,496,125,PHL,EVV,Philadelphia International Airport,Evansville Regional Airport,True,True
1252,500,92866,PHL,EWR,Philadelphia International Airport,Newark Liberty International Airport,True,True
1252,506,147,PHL,FAR,Philadelphia International Airport,Hector International Airport,True,True
1252,508,2,PHL,FAY,Philadelphia International Airport,Fayetteville Regional Grannis Field,True,True
1252,512,80418,PHL,FCO,Philadelphia International Airport,Leonardo da Vinci–Fiumicino Airport,True,False
1252,526,320914,PHL,FLL,Philadelphia International Airport,Fort Lauderdale Hollywood International Airport,True,True
1252,534,37,PHL,FNT,Philadelphia International Airport,Bishop International Airport,True,True
1252,536,72,PHL,FOE,Philadelphia International Airport,Topeka Regional Airport - Forbes Field,True,True
1252,543,174011,PHL,FRA,Philadelphia International Airport,Frankfurt am Main Airport,True,False
1252,545,126,PHL,FRG,Philadelphia International Airport,Republic Airport,True,True
1252,560,69,PHL,FWA,Philadelphia International Airport,Fort Wayne International Airport,True,True
1252,576,7133,PHL,GCM,Philadelphia International Airport,Owen Roberts International Airport,True,False
1252,579,48,PHL,GDL,Philadelphia International Airport,Don Miguel Hidalgo Y Costilla International Airport,True,False
1252,585,571,PHL,GEG,Philadelphia International Airport,Spokane International Airport,True,True
1252,591,196,PHL,GGT,Philadelphia International Airport,Exuma International Airport,True,False
1252,594,1384,PHL,GIG,Philadelphia International Airport,Rio Galeão – Tom Jobim International Airport,True,False
1252,597,20897,PHL,GLA,Philadelphia International Airport,Glasgow International Airport,True,False
1252,610,210,PHL,GRB,Philadelphia International Airport,Austin Straubel International Airport,True,True
1252,613,258,PHL,GRR,Philadelphia International Airport,Gerald R. Ford International Airport,True,True
1252,618,69119,PHL,GSO,Philadelphia International Airport,Piedmont Triad International Airport,True,True
1252,619,24854,PHL,GSP,Philadelphia International Airport,Greenville Spartanburg International Airport,True,True
1252,625,129,PHL,GUA,Philadelphia International Airport,La Aurora Airport,True,False
1252,655,16,PHL,HHH,Philadelphia International Airport,Hilton Head Airport,True,True
1252,674,1,PHL,HNL,Philadelphia International Airport,Daniel K Inouye International Airport,True,True
1252,683,54162,PHL,HOU,Philadelphia International Airport,William P Hobby Airport,True,True
1252,685,35204,PHL,HPN,Philadelphia International Airport,Westchester County Airport,True,True
1252,686,1,PHL,HRL,Philadelphia International Airport,Valley International Airport,True,True
1252,700,35836,PHL,HVN,Philadelphia International Airport,Tweed New Haven Airport,True,True
1252,709,55666,PHL,IAD,Philadelphia International Airport,Washington Dulles International Airport,True,True
1252,711,297059,PHL,IAH,Philadelphia International Airport,George Bush Intercontinental Houston Airport,True,True
1252,716,462,PHL,ICT,Philadelphia International Airport,Wichita Eisenhower National Airport,True,True
1252,719,90,PHL,IFP,Philadelphia International Airport,Unkown,True,Unknown
1252,727,54306,PHL,ILM,Philadelphia International Airport,Wilmington International Airport,True,True
1252,731,119391,PHL,IND,Philadelphia International Airport,Indianapolis International Airport,True,True
1252,739,21834,PHL,IPT,Philadelphia International Airport,Williamsport Regional Airport,True,True
1252,749,46449,PHL,ISP,Philadelphia International Airport,Long Island Mac Arthur Airport,True,True
1252,752,42626,PHL,ITH,Philadelphia International Airport,Ithaca Tompkins Regional Airport,True,True
1252,759,301,PHL,JAN,Philadelphia International Airport,Jackson-Medgar Wiley Evers International Airport,True,True
